age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,probability
24,admin.,single,high.school,no,yes,yes,telephone,jul,tue,162,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.049403107955130185
35,admin.,married,university.degree,no,no,no,cellular,aug,mon,347,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.04692354322952186
36,admin.,married,high.school,no,no,no,telephone,may,tue,342,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.04611527488547729
29,technician,married,professional.course,no,no,no,cellular,may,fri,538,2,999,2,failure,-1.8,93.876,-40.0,0.699,5008.7,yes,0.04
33,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,125,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.04
31,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,42,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0.04
39,admin.,divorced,high.school,no,yes,yes,cellular,jul,tue,180,9,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.04
31,services,single,university.degree,unknown,yes,no,cellular,aug,wed,55,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.04
32,blue-collar,married,basic.9y,no,yes,no,cellular,nov,mon,160,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,0.04
35,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,317,2,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no,0.04
42,housemaid,married,high.school,no,yes,no,cellular,aug,tue,176,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.04
41,housemaid,married,basic.4y,no,yes,no,telephone,aug,fri,116,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.04
45,entrepreneur,married,basic.9y,unknown,no,no,telephone,jun,fri,326,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.04
45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,232,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no,0.04
52,retired,married,basic.4y,no,no,no,telephone,jun,wed,633,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,0.04
49,blue-collar,married,basic.9y,no,no,no,cellular,may,thu,324,2,999,1,failure,-1.8,92.893,-46.2,1.327,5099.1,no,0.04
45,blue-collar,married,basic.9y,no,yes,no,telephone,jul,tue,80,1,999,0,nonexistent,1.4,93.918,-42.7,4.955,5228.1,no,0.04
26,student,single,university.degree,no,no,no,telephone,dec,mon,796,1,999,0,nonexistent,-3.0,92.713,-33.0,0.709,5023.5,no,0.04
43,technician,single,professional.course,no,no,no,telephone,jul,wed,44,2,999,0,nonexistent,1.4,93.918,-42.7,4.956,5228.1,no,0.04
41,blue-collar,married,unknown,unknown,no,no,telephone,may,mon,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.04
64,admin.,married,university.degree,no,no,yes,cellular,dec,thu,1804,3,999,0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,no,0.04
36,technician,married,professional.course,no,no,no,cellular,aug,fri,94,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.04
36,services,divorced,high.school,no,no,yes,telephone,may,wed,992,5,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,no,0.04
34,admin.,married,professional.course,no,yes,no,telephone,may,tue,248,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0.03940310795513018
33,technician,single,professional.course,no,yes,yes,cellular,jul,mon,554,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0.03887345828882199
60,retired,married,basic.6y,unknown,no,no,cellular,jul,fri,95,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.03887345828882199
43,blue-collar,married,basic.9y,no,no,yes,cellular,nov,tue,84,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0.03797503709522562
30,blue-collar,married,basic.6y,no,yes,no,cellular,may,mon,77,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,0.035950074190451244
55,services,married,high.school,unknown,no,no,cellular,aug,mon,123,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.03
41,self-employed,married,basic.4y,unknown,no,no,cellular,jul,wed,133,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.03
24,self-employed,single,university.degree,no,no,no,cellular,may,thu,334,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0.03
33,technician,married,professional.course,no,yes,no,cellular,may,wed,199,7,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,0.03
28,technician,single,professional.course,no,yes,no,telephone,mar,tue,58,2,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,no,0.03
50,admin.,married,basic.9y,unknown,yes,no,cellular,aug,thu,122,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.03
33,blue-collar,single,basic.4y,no,no,no,telephone,may,thu,119,2,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0.03
49,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,thu,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0.03
34,technician,married,professional.course,no,yes,no,cellular,nov,tue,336,4,999,0,nonexistent,-3.4,92.649,-30.1,0.715,5017.5,yes,0.03
20,student,single,high.school,no,yes,yes,cellular,jun,wed,74,2,999,1,failure,-2.9,92.963,-40.8,1.26,5076.2,no,0.03
63,technician,married,unknown,no,yes,no,cellular,aug,tue,279,1,999,1,failure,-2.9,92.201,-31.4,0.838,5076.2,no,0.03
34,technician,single,university.degree,no,yes,no,cellular,aug,tue,436,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.03
50,entrepreneur,married,unknown,no,no,no,telephone,jun,fri,42,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,0.03
40,management,married,university.degree,no,no,no,cellular,aug,mon,162,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,no,0.03
34,admin.,married,university.degree,no,yes,yes,telephone,may,mon,147,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.03
33,admin.,married,university.degree,no,yes,no,telephone,jun,wed,355,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0.03
23,blue-collar,single,high.school,no,no,no,cellular,may,mon,380,2,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1,no,0.03
30,management,single,university.degree,no,no,yes,cellular,may,tue,496,1,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no,0.03
56,admin.,married,university.degree,unknown,yes,no,cellular,aug,thu,95,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,0.03
49,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,246,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.03
40,technician,single,professional.course,no,yes,yes,cellular,apr,mon,538,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.03
39,housemaid,married,basic.4y,no,yes,no,cellular,jul,mon,223,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0.03
36,blue-collar,married,basic.6y,unknown,no,no,telephone,may,fri,378,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.03
41,technician,married,basic.9y,no,no,no,telephone,may,mon,180,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.03
59,technician,divorced,professional.course,no,yes,no,cellular,aug,fri,492,5,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.03
32,entrepreneur,single,university.degree,no,yes,no,telephone,may,tue,242,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.03
43,retired,married,basic.9y,unknown,no,no,telephone,jun,tue,455,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0.03
40,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,thu,57,1,999,0,nonexistent,-1.8,93.876,-40.0,0.699,5008.7,no,0.03
48,admin.,married,high.school,no,no,yes,cellular,aug,mon,429,6,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.03
49,management,married,basic.9y,no,unknown,unknown,cellular,nov,tue,336,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0.03
39,blue-collar,single,basic.4y,unknown,no,no,telephone,may,wed,565,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.03
58,admin.,divorced,university.degree,no,yes,no,telephone,may,wed,244,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0.03
31,technician,single,professional.course,no,yes,yes,cellular,may,mon,187,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,no,0.029593993909908647
36,blue-collar,married,professional.course,unknown,yes,no,telephone,jun,fri,324,5,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.029219669705021697
51,housemaid,married,basic.9y,no,yes,no,cellular,jul,tue,160,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.02887345828882199
41,services,married,high.school,no,yes,no,telephone,may,wed,55,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.02
58,retired,married,basic.4y,unknown,no,no,cellular,jul,wed,119,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.02
31,admin.,single,high.school,no,yes,no,cellular,jul,wed,167,1,999,1,failure,-2.9,92.469,-33.6,1.029,5076.2,yes,0.02
32,technician,single,high.school,no,no,no,cellular,jul,mon,147,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no,0.02
23,management,single,university.degree,no,yes,no,cellular,apr,tue,56,2,999,0,nonexistent,-1.8,93.075,-47.1,1.384,5099.1,no,0.02
39,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,250,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,0.02
30,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,52,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,0.02
60,retired,divorced,basic.4y,no,yes,no,cellular,jul,tue,600,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,yes,0.02
40,technician,divorced,professional.course,no,no,no,cellular,aug,tue,279,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.02
53,technician,married,university.degree,no,unknown,unknown,cellular,apr,thu,758,2,999,2,failure,-1.8,93.749,-34.6,0.64,5008.7,yes,0.02
27,technician,single,high.school,no,no,no,cellular,jul,wed,445,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.02
45,blue-collar,married,professional.course,no,yes,no,telephone,may,thu,414,1,6,2,success,-1.8,93.876,-40.0,0.683,5008.7,yes,0.02
36,technician,married,high.school,no,no,no,cellular,aug,mon,452,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.02
31,blue-collar,married,high.school,unknown,yes,no,telephone,may,tue,27,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.02
30,services,married,high.school,no,yes,no,telephone,may,mon,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0.02
45,management,married,university.degree,no,no,no,cellular,sep,wed,293,2,3,2,success,-1.1,94.199,-37.5,0.886,4963.6,yes,0.02
57,retired,divorced,university.degree,no,yes,no,telephone,nov,tue,21,1,999,0,nonexistent,-0.1,93.2,-42.0,4.7,5195.8,no,0.02
56,entrepreneur,married,university.degree,no,yes,no,cellular,nov,wed,501,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.02
36,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,tue,130,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0.02
32,services,single,university.degree,no,yes,no,telephone,nov,wed,52,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.02
34,admin.,married,high.school,no,no,no,cellular,may,tue,295,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no,0.02
43,blue-collar,single,basic.9y,no,yes,no,telephone,may,fri,171,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0.02
20,student,single,basic.4y,no,yes,no,cellular,aug,wed,267,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,yes,0.02
28,admin.,single,high.school,no,yes,no,cellular,may,tue,59,3,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,0.02
48,technician,single,high.school,no,yes,no,telephone,may,fri,76,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0.02
45,admin.,married,university.degree,no,no,no,cellular,jul,tue,242,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no,0.02
57,retired,single,university.degree,no,yes,no,cellular,jul,fri,75,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.02
32,unknown,married,basic.9y,no,no,no,cellular,aug,thu,390,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no,0.02
30,student,single,high.school,no,no,no,cellular,may,fri,226,2,3,2,success,-1.8,93.876,-40.0,0.682,5008.7,yes,0.02
40,services,single,high.school,no,no,no,cellular,apr,mon,275,1,999,0,nonexistent,-1.8,93.075,-47.1,1.466,5099.1,no,0.02
42,blue-collar,married,basic.6y,no,yes,yes,cellular,mar,tue,185,1,7,3,failure,-1.8,93.369,-34.8,0.652,5008.7,yes,0.02
45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,mon,129,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.02
41,admin.,single,high.school,no,no,no,telephone,may,wed,594,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0.02
51,entrepreneur,divorced,high.school,no,no,no,cellular,jul,fri,347,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no,0.02
35,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,63,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.02
33,blue-collar,married,professional.course,no,yes,no,cellular,aug,tue,253,4,999,0,nonexistent,-1.7,94.027,-38.3,0.886,4991.6,yes,0.02
30,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,wed,100,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.02
46,services,married,high.school,no,no,no,telephone,may,tue,60,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.02
53,blue-collar,married,high.school,unknown,no,yes,telephone,may,thu,109,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0.02
27,unemployed,married,basic.6y,unknown,no,yes,telephone,jul,wed,399,8,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.02
38,services,single,high.school,unknown,no,no,telephone,may,mon,357,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.02
35,unemployed,married,professional.course,no,no,no,telephone,may,mon,67,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.02
61,technician,married,professional.course,no,no,no,cellular,oct,thu,174,2,999,0,nonexistent,-3.4,92.431,-26.9,0.722,5017.5,no,0.02
51,admin.,married,high.school,no,no,no,telephone,jun,fri,22,12,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.02
34,admin.,single,university.degree,no,no,yes,telephone,may,wed,110,4,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0.02
53,admin.,divorced,university.degree,no,yes,no,cellular,jul,wed,240,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.02
38,admin.,single,university.degree,no,yes,no,cellular,aug,mon,40,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.02
39,admin.,single,high.school,no,yes,no,cellular,mar,tue,100,2,999,0,nonexistent,-1.8,92.843,-50.0,1.687,5099.1,no,0.02
29,technician,married,professional.course,no,yes,no,cellular,aug,mon,80,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.02
39,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,wed,82,2,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,no,0.018873458288821986
31,admin.,single,university.degree,no,yes,no,cellular,aug,mon,317,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.018873458288821986
37,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,120,17,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,no,0.017975037095225625
32,technician,single,university.degree,no,yes,no,cellular,aug,tue,297,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0.017975037095225625
36,technician,divorced,university.degree,no,yes,no,cellular,aug,thu,197,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0.016226061849227803
50,technician,married,professional.course,no,yes,no,cellular,nov,tue,1978,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,yes,0.01611702483765147
31,blue-collar,single,basic.9y,no,no,no,telephone,may,thu,732,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0.01603517589444934
32,management,single,university.degree,no,no,no,cellular,aug,thu,159,1,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,no,0.01
47,blue-collar,married,basic.6y,no,no,no,cellular,aug,tue,56,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no,0.01
51,unemployed,married,basic.9y,unknown,no,no,telephone,may,fri,217,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.01
44,management,married,basic.6y,no,yes,yes,cellular,apr,wed,154,1,999,0,nonexistent,-1.8,93.075,-47.1,1.415,5099.1,no,0.01
53,blue-collar,married,basic.9y,no,no,no,cellular,nov,wed,137,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.01
19,student,single,basic.6y,no,no,no,cellular,mar,tue,136,1,999,0,nonexistent,-1.8,92.843,-50.0,1.556,5099.1,yes,0.01
55,admin.,married,university.degree,unknown,yes,yes,telephone,may,wed,232,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0.01
60,admin.,married,high.school,unknown,yes,no,cellular,jul,tue,143,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no,0.01
34,blue-collar,married,professional.course,no,no,no,cellular,nov,tue,95,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0.01
27,admin.,single,university.degree,no,no,no,telephone,oct,tue,540,1,999,0,nonexistent,-0.1,93.798,-40.4,4.86,5195.8,yes,0.01
80,retired,married,basic.4y,no,no,no,cellular,aug,wed,207,4,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,no,0.01
32,admin.,married,high.school,no,no,no,telephone,oct,tue,101,1,999,0,nonexistent,-0.1,93.798,-40.4,4.968,5195.8,yes,0.01
44,blue-collar,married,basic.4y,unknown,no,no,telephone,may,mon,49,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.01
32,admin.,married,university.degree,no,no,no,cellular,may,mon,112,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,no,0.01
37,unemployed,married,university.degree,no,yes,no,cellular,oct,thu,249,2,999,1,failure,-3.4,92.431,-26.9,0.733,5017.5,yes,0.01
29,admin.,married,university.degree,no,no,yes,telephone,jun,fri,76,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,no,0.01
29,unemployed,single,university.degree,no,yes,no,telephone,jun,wed,201,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,no,0.01
28,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,225,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1,no,0.01
39,admin.,married,basic.9y,no,yes,no,telephone,may,fri,150,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no,0.01
40,self-employed,married,basic.4y,unknown,no,no,telephone,jun,fri,420,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no,0.01
36,technician,single,unknown,no,no,no,cellular,nov,fri,86,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no,0.01
40,admin.,single,high.school,no,yes,no,cellular,jun,tue,154,1,999,1,failure,-2.9,92.963,-40.8,1.262,5076.2,no,0.01
27,unknown,single,university.degree,no,no,no,cellular,mar,tue,133,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,no,0.01
33,entrepreneur,married,university.degree,no,yes,no,cellular,aug,mon,59,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.01
27,blue-collar,single,basic.4y,no,no,no,cellular,jul,thu,508,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,no,0.01
60,admin.,married,unknown,unknown,no,yes,telephone,may,mon,213,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no,0.01
36,admin.,single,university.degree,no,yes,no,cellular,aug,tue,168,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.01
42,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,tue,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no,0.01
38,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,610,1,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,yes,0.01
42,technician,married,professional.course,unknown,yes,no,cellular,aug,tue,1059,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no,0.01
48,technician,divorced,professional.course,no,yes,yes,cellular,nov,tue,86,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no,0.01
38,services,married,high.school,unknown,yes,no,cellular,may,thu,13,7,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,no,0.01
32,management,single,university.degree,unknown,yes,yes,cellular,apr,fri,333,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no,0.01
31,technician,married,professional.course,no,no,no,telephone,may,wed,257,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no,0.01
37,services,married,basic.6y,unknown,yes,no,cellular,may,fri,679,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,yes,0.01
29,admin.,single,university.degree,no,yes,no,cellular,nov,mon,183,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no,0.01
44,admin.,single,university.degree,no,yes,no,cellular,nov,wed,132,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no,0.01
39,admin.,single,university.degree,no,no,no,cellular,may,thu,189,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no,0.01
43,blue-collar,married,basic.9y,no,no,no,cellular,jul,fri,379,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,no,0.01
44,self-employed,married,basic.9y,no,no,yes,cellular,aug,mon,140,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no,0.01
27,blue-collar,single,basic.6y,unknown,no,no,telephone,may,thu,444,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no,0.01
35,blue-collar,married,basic.6y,no,no,no,telephone,jun,thu,34,31,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0.01
43,technician,single,university.degree,no,no,yes,telephone,may,tue,1100,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no,0.01
29,blue-collar,married,basic.6y,no,no,yes,telephone,may,wed,168,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0.01
34,management,married,university.degree,no,no,yes,cellular,aug,thu,82,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,no,0.01
36,technician,married,professional.course,no,no,no,telephone,may,wed,246,4,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no,0.01
27,admin.,single,professional.course,no,yes,yes,telephone,apr,thu,117,3,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no,0.01
26,student,single,high.school,no,no,no,telephone,jun,mon,589,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no,0.01
